id,Sentiment,Tweet
300,Neutral,Intensit t schmecke ich ganz woanders
301,Neutral,dreyfus 100 BAR CHZ
302,Neutral,Malzkaffee und keiner hat s gemerkt
303,Neutral,dreyfus 50 BAR CHZ
304,Neutral,Bereits jetzt ist klar dass das Sitzen an der Bar verboten ist und das wir nur bis 23h ffnen d rfen Ihr m sst al
305,Neutral,dreyfus 88 BAR chz
306,Neutral,Neuer Beitrag von BlueMagic Gef hrlicher Ansatz Oly durch die corona Hintert r Antwort kein Text
307,Neutral,Neuer Beitrag von Busfahra Vor dem Jahr 2021 spielt doch eh niemand mehr vor Zuschauern Antwort Bis dahin l s
308,Neutral,Neuer Beitrag von Amafan Vor dem Jahr 2021 spielt doch eh niemand mehr vor Zuschauern Antwort Bis dahin l sst
309,Neutral,Neuer Beitrag von Hinterland Abspecken in Pipinsried Antwort Nach Trainer Fabian H rz
310,Neutral,Die Aussichtsplattform d MahaNakhon Tower ist zz geschlossen die Sky Bar darunter jedoch ge ffnet Als gestern Unwet
311,Neutral,dreyfus 622 BAR CHZ dreyfus
312,Positive,In Germany we don t say Steuern sind gemeinn tzige Abgaben We say Steuern sind Raub And I think that s beautiful
313,Neutral,Der lila Hut sch ne Frauen Alter 3 Sie schaut sich an und sieht eine K nigin Alter
314,Positive,auf Twitter dokumentieren wir den psychischen Zerfall mehrerer Generationen f r die Nachwelt and I think that s beautiful
315,Positive,All Cats are beautiful heisst das bitte Aber ne es ist wirklich so Es gibt
316,Positive,another wonderful park in beautiful hamburg stravaphoto Eimsb ttler Park Am Weiher
317,Positive,Hey Leute magic und ich machen in der ersten Season der BML Beautiful Mediocrity League mit die vom gute
318,Positive,Entfernung Rosenheim Rosen roses Heim home Home of the roses roses refers to beautiful women und M nche
319,Neutral,Meine Freundin und ich haben uns so zwei von diesem Dino Gips Eiern gekauft aber nicht mit Dinos sondern mit Edel
320,Positive,sushi Warum Du kannst absolut alles tragen You re so fucking beautiful guurl
321,Positive,Found a beautiful hoffen nature around Zillis Graub nden
322,Positive,das b in bet l steht f r beautiful bezaubernde baddest bitch
323,Positive,Morg hn Berkeley what a beautiful view
324,Positive,Absolutely Kandukonden kandukonden Dobuchulaatelara is also a beautiful song
325,Positive,Bissl oldschool aber A beautiful mind auf Prime
326,Neutral,200529 Jaebeom Instagram update JB Jaebeom GOT7
327,Positive,Stendhal beautiful fashion love
328,Negative,BinIchHier In Germany we don t say what an idiot we say Bundesminister f r Verkehr und digitale Infrastruktur and I think tha
329,Positive,Neun Schwanz Fuchs by Touma Sep 2018 neunschwanzfuchs touma fatsuma mightyjaxx ninetailfox kumihimo awesome coo
330,Positive,AMAZING pictures and artifacts from Labrador can be seen at The Grassi Museum of Ethnology in Leipzig GRASSI Museum f r
331,Positive,Belle Beautiful Wundersch nen Estoy practicando los idiomas para decirte Hermosa bb
332,Neutral,Du bist meine Maria Wenn du zu uns kommst schl fst im Stall Dann kommt dein Sohn in die Krippe um auf die We
333,Negative,BinIchHier In Germany we don t say what an idiot we say Bundesminister f r Verkehr und digitale Infrastruktur and I think tha
334,Positive,Triund travel mountains photography beautiful adventure beach explore IncredibleIndia
335,Positive,Thematisch und vom Inhalt her w rde auch dieser Song ideal wieder passen zu einem Song wie auch If you have a beautiful body
336,Negative,Sorry der Song kam dann wohl doch nicht aus dem sch nen Italien damals die Bellamy Brothers sangen ihn stattdesse
337,Neutral,Hier ist brigens noch einer der weiteren der Songs ihres Netzwerkes er stammt bereits aus den 70ern und kam aus I
338,Neutral,Reilly the Dieffenbachia Dieffenbachia Houseplant Fargo Nature Photo Pic Photography NaturePhotography
339,Neutral,jedes mal wenn meli einen pit ffnet boxt sie macho menners zur seite and i think that s beaut
340,Positive,Oke t glicher feel good tweet wenn es euch schlecht geht denkt dran es wird immer irgendwann besser und wenn ihr denkt nie
341,Positive,Next to all colors are beautiful was sind das f r Leute die denken dass Menschen weg
342,Positive,So beautiful Bernese Oberland Switzerland Switzerland beautiful landscapephotography nature beautifuld
343,Positive,Oke t glicher feel good tweet wenn es euch schlecht geht denkt dran es wird immer irgendwann besser und wenn ihr de
344,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
345,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
346,Positive,Beautiful day for a Hefe see what I did there it rhymes Drinking a Paulaner Hefe Wei bier Hefe Weizen
347,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
348,Positive,The two most beautiful words in the German language Fingerspitzengef hl amp Schadenfreude
349,Positive,finde narben undso honestly sch n an menschen also klar ist leidensdruck f r die dann hoch undso aber hunny u beautiful
350,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
351,Positive,urgh ur so beautiful habibti
352,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
353,Positive,So beautiful Anke Gute Nacht
354,Positive,AMAZING pictures and artifacts from Labrador can be seen at The Grassi Museum of Ethnology in Leipzig GRASSI Museum f r
355,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
356,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
357,Negative,BinIchHier In Germany we don t say what an idiot we say Bundesminister f r Verkehr und digitale Infrastruktur and I think tha
358,Positive,A beautiful day in M rren 1638m Switzerland
359,Negative,BinIchHier In Germany we don t say what an idiot we say Bundesminister f r Verkehr und digitale Infrastruktur and I think tha
360,Positive,Hab meiner Mum von diesem Fall erz hlt und die so Bester Freund und Helfer Bester Driss zur Schei e And I think that s beautiful
361,Negative,BinIchHier In Germany we don t say what an idiot we say Bundesminister f r Verkehr und digitale Infrastruktur and I think tha
362,Positive,You re Beautiful James Blunt Konnte diesen Hit NIE verstehen und nachdem ich besseres Englisch ko
363,Positive,AMAZING pictures and artifacts from Labrador can be seen at The Grassi Museum of Ethnology in Leipzig GRASSI Museu
364,Neutral,A wie Abgaben In Germany we don t say Steuern sind gemeinn tzige Abgaben We say Steuern sind Raub And I thi
365,Neutral,froeschchen Alles dreht sich um etwas das es wirklich nicht gibt die Zeit wanderlust photographer inspiration lifestyle deu
366,Neutral,A wie Abgaben In Germany we don t say Steuern sind gemeinn tzige Abgaben We say Steuern sind Raub And I thi
367,Neutral,AAA ja ich lese tarot und praktiziere und lerne ber die g tter meiner kultur gyptisch and it s
368,Positive,m m200m truly beautiful diese ausnutzung des gewaltmonopols
369,Positive,ich werd nie bei irgendwas getaggt und i think that s beautiful unbothered
370,Positive,Der d nische Laden S strene Grene hei t bei meiner Mama und mir und S tzer nsegr ns and I think that s beautiful
371,Positive,It s beautiful 2 Wutanf lle amp 2 Lachkr mpfe schon hinter mir Und wir sind erst bei TO 11 18 Frage
372,Neutral,A wie Abgaben In Germany we don t say Steuern sind gemeinn tzige Abgaben We say Steuern sind Rau
373,Positive,H rt auf so gegen das Coronavirus zu hetzen All viruses are beautiful Jeder Organsimus hat ein Recht zu leben Peace Fr
374,Positive,Man idk hab dich nie ohne Schminke gesehen aber you re beautiful
375,Positive,this is beautiful sehr sch n
376,Neutral,Immer wenn ich oder meine Freundin was schlechtes erleben oder so machen wir immer so ein Abend in dem wir essen ka
377,Positive,Russel Crowe in A Beautiful Mind spielt dort Jo
378,Positive,Sonderanfertigung in Rot siebdruck beautiful instagood barcelona stuttgarttattoo fair silkscreen
379,Neutral,Die hat nicht geschnallt das ich wei das man die Q Posts nur a
380,Positive,Jetzt ist s eben SM mit JM und CM and i think that s beautiful
381,Positive,Voll s und cute und auch so beautiful
382,Positive,Dieses You re beautiful Ges lze von ichwei nichtwem Das wurde soooo breitgetreten als emotionaler
383,Neutral,Heartbreak Model sparks willfli Photographer olympusstudio morphe eyeshadow cosmetics makeupjunkie
384,Positive,s87 Es trendet ACAB Na dem kann ich nur zustimmen All Cops are beautiful Danke dass ihr euren Kopf f r unsere Siche
385,Positive,uhohuhohoh beautiful stranger 3
386,Positive,Wenn alles zu viel ist schlaf ich einfach and i think thats beautiful
387,Positive,All Cats are beautiful Oder was hei t das
388,Neutral,GeorgeFloydWasMurdered Vllt Sind nicht alle Cops Schweine aber die Polizei ist ein riesen Schweinestall wie in America
389,Positive,Hast du vor daraus ein All Comics Are Beautiful Special zu machen oder willst du nur wissen ob der Comic gut ist
390,Positive,O Dialekt ist einfach so beautiful
391,Positive,s87 Es trendet ACAB Na dem kann ich nur zustimmen All Cops are beautiful Danke dass ihr euren Kopf f r unsere Siche
392,Positive,Well in such a sleeping bag has and gets completely certainly one according to beautiful dreams
393,Neutral,Grindelwald Church Bernese Oberland
394,Positive,shizophrene Paranoia wie im Film Beautiful Mind nur halt ohne Gen
395,Positive,s87 Es trendet ACAB Na dem kann ich nur zustimmen All Cops are beautiful Danke dass ihr euren Kopf f r unsere Siche
396,Positive,Beautiful Schl sselstein Agate from Schl sselstein Bergheim Haut Rhin Alsace France Photo Christian Rewitzer Amazin
397,Neutral,Listennnnnn
398,Positive,All Cops are beautiful Habe ich recht D
399,Positive,Bin definitiv im falschen Land auf die Welt gekommen and the text is beautiful af
400,Positive,Oh come on how is this Bitte sch n Sch n means beautiful deutsch
401,Positive,s87 Es trendet ACAB Na dem kann ich nur zustimmen All Cops are beautiful Danke dass ihr euren Kopf f r unsere Siche
402,Neutral,Es gibt rassistische Nazihuan in den Reihen der Polizei weltweit und das muss mit aller H rte bek
403,Neutral,Heute mit einer Pflegeassistentin sowie einer Sch lerin amp einem Sch ler im Dienst wurde f r meine Praxisanleitung
404,Positive,All colours are beautiful Eigentlich nur Schwarz und Gelb
405,Positive,Beautiful inspirational post Prayers faith hope love trust GOD JESUS hfnhhrff sfrbc52820gj
406,Positive,hello beautiful d sseldorf
407,Positive,Es trendet ACAB Na dem kann ich nur zustimmen All Cops are beautiful Danke dass ihr euren Kopf f r unse
408,Positive,All cops are beautiful Sehr guter Hashtag Ich mach mit ACAB
409,Positive,hello beautiful d sseldorf
410,Positive,time horizon love brilliant gingerale soup beautiful nice day gay boy boyfriend mylove timeforus l neburg in
411,Neutral,Heute gibt es ein ganz spezielles Geburtstags ff Und zwar f r einen Neuling hier Da der Twittername Steif69
412,Positive,giannicosta Die W rstchen liegen schon auf dem Grill Toll dass ich noch ein Foto von euch beiden Rackern gefunden habe Happy Birth
413,Positive,Happy Birthday alles Gute Ich h tte max auf 38 5 gesch tzt
414,Positive,kultur Happy Birthday lucky girl Kylie Minogue Die australische S ngerin wird heute 52 Jahre alt Und hier ist der Beweis Mu
415,Neutral,Warum haben ber 400 000 Migranten in Deutschland am 1 Januar Geburtstag
416,Positive,Happy Birthday Feier ordentlich f r die n chsten 4 Tage
417,Positive,Heute ist der Account von besonders sch n weil berall Ballons rumfliegen Happy Birthday
418,Positive,Happy Birthday FrancisRossi birthday today heute Geburtstag Francis Dominic Nicholas Michael Rossi OBE
419,Positive,Happy Birthday Onkel Meine Frau und ich w nschen dir ganz viel Spa Liebe positive A
420,Positive,nioni auch nochmals auf Twitter happy Birthday lt 3
421,Positive,Happy Birthday GaryBrooker birthday today heute Geburtstag Gary Brooker MBE 29 Mai 1945 in Hackney be
422,Positive,Happy birthday Chukwu gozie gi
423,Positive,Mies wenigstens mit Versp tung muss es sein Happy Birthday in diesem Sinne
424,Positive,HAPPY BI HDAY Auf die n chsten 100 Jahre der msgGillardon AG Ich freue mich schon auf unsere virtuelle Firmen
425,Positive,Aus Hygienegr nden mit Abstand und CO2 Feuerl scher Happy Birthday
426,Positive,Heute ist der Account von besonders sch n weil berall Ballons rumfliegen Happy Birthday
427,Positive,Happy birthday liebe Stuttgart zum 80 Geburtstag Wir gratulieren und feiern mit euch in unseren Homeoffices Ih
428,Positive,Happy Birthday Alles Gute zum neuen Lebensjahr
429,Positive,Happy Birthday Louise Michel Bei Mandelbaum ist f r Herbst die erste deutsche bersetzung ihres Buchs ber die Parise
430,Positive,Happy Birthday liebes taff Auf einen guten Geburtstag taff25
431,Positive,Die W rstchen liegen schon auf dem Grill Toll dass ich noch ein Foto von euch beiden Rackern gefunden habe Happy
432,Positive,HAPPY BI HDAY DU LIGENDE vingchaos Auf dass dein Kanal AquaJetLiTV die 1000 Follower knackt du Scoli richti
433,Positive,Chukwuemeka izuchukwu 0254413141 gtbank Happy birthday to him
434,Positive,Microsoft Solit r wurde 30 Jahre alt und wir sagen Happy Birthday
435,Positive,Happy Birthday Sie ist die lteste Seebr cke Deutschlands Seit 122 Jahren flanieren in Ahlbeck Spazierg nger ber den Ost
436,Positive,Happy Birthday Mama du bist schon ein geiles Erdbeer Schnittchen
437,Neutral,ltere Frauen wissen worauf sie stehen k nnen sich besser fallen lassen und dir die Sorte von Orgasmus bescheren
438,Positive,Jenny Hach alles Liebe und Gute f r dich Das Trinkgelage kann ja auch verschoben werden Happy Birthday
439,Positive,Happy Birthday liebes taff Auf einen guten Geburtstag taff25
440,Positive,Happy Birthday liebes taff Auf einen guten Geburtstag taff25
441,Neutral,Sie sind erfahrener heulen weniger rum und k nnen immer noch verboten scharf aussehen
442,Positive,Happy Birthday Sie ist die lteste Seebr cke Deutschlands Seit 122 Jahren flanieren in Ahlbeck Spazierg nger ber den Ost
443,Neutral,ltere Frauen strahlen eine warmherzige Reife aus die man bei jungen Frauen oft vermisst
444,Neutral,Nette reife Frauen suchen aufgeschlossene M nner F r alles was zu zweit Spass macht Unsere Profile sind alle han
445,Positive,Happy Birthday Wir w nschen unserem Performance Manager einen tollen Geburtstag Hab einen sch nen Tag und
446,Positive,Happy Birthday liebes taff Auf einen guten Geburtstag taff25
447,Positive,Happy Birthday Sie ist die lteste Seebr cke Deutschlands Seit 122 Jahren flanieren in Ahlbeck Spazierg nger ber den Ost
448,Positive,Happy Birthday Sie ist die lteste Seebr cke Deutschlands Seit 122 Jahren flanieren in Ahlbeck Spazierg nger b
449,Positive,Geht doch nix ber Familie auch wenn man sich in der Wolle hat Happy birthday and hail to the chief
450,Positive,happy birthday genie e den Tag und lass dich feiern
451,Positive,Die Ausstellung Anna Vasof Happy Birthday im Graz ist nun wieder ge ffnet Do Fr 15 00 19 00 Uhr
452,Positive,Happy Birthday Tobin Heath Die U S Amerikanerin feiert heute ihren 32 Geburtstag 2015 amp 2019 holte sic
453,Positive,Nice bei der NASA kann man sich anzeigen lassen was das Hubble Teleskop an einem seiner Geburtstag aufgenommen hat
454,Positive,Mein pers nlicher GOAT von Hertha Happy Birthday
455,Positive,Happy Birthday Louise Michel Bei Mandelbaum ist f r Herbst die erste deutsche bersetzung ihres Buchs ber die Pa
456,Positive,Happy Birthday dem lieben und ab Sonntag dem FC Schalke immer 3 Punkte f r den Rest der Saison
457,Positive,Happy Birthday Wir w nschen unserem Performance Manager einen tollen Geburtstag Hab einen sch nen Tag und
458,Positive,Happy Birthday Wir w nschen unserem Performance Manager einen tollen Geburtstag Hab einen sch ne
459,Positive,Wir gratulieren dem Bundesligaspieler mit dem besten Namen der Ligageschichte zu seinem 63 Geburtstag Happy Birth
460,Neutral,HAPPA BI HDAY to you Hab einen sch nen Ehrentag und lass dich hochleben
461,Positive,Happy Birthday ich trinke heute Abend ein Bier auf dich
462,Positive,Happy Birthday Florian Hartherz Unsere Nummer 8 wird heute 27 Jahre jung Arminia und w nschen alles
463,Neutral,Greenstorm gratuliert dem heutigen Geburtstagskind Christian Christian ist f r die Technik im Lager
464,Positive,Happy Birthday und weiterhin eine gut laufende Liste
465,Positive,Stellst du die Spieler dann f r 12 Stunden drauf Und happy birthday
466,Positive,HAPPY BI HDAY NICU Heute feiert Nicolas Kormann seinen 30 Geburtstag Wir w nschen Nicu alles Gute im neuen L
467,Positive,happy birthday hab einen wunderbaren Tag und lass es dir gut gehen Mein pers nlicher Wunsch ist
468,Positive,Und auch hier von mir alles Gute Happy birthday lieber Arne
469,Positive,Happy Birthday Lass dich feiern und hab einen tollen Tag
470,Positive,HAPPY BI HDAY Heute feiert der RMV seinen 25 Geburtstag Fun Fact Die Richtschnur f r den Monatspreis des er
471,Positive,Happy Birthday xmi Feier sch n und genie e das Wochenende
472,Positive,Kortes Happy birthday Genie e deinen Tag und feier sch n Alles Gute
473,Positive,Happy birthday Genie e deinen Tag und feier sch n Alles Gute
474,Positive,Auch von mir happy Birthday hm Hase Feiert sch n ihr 2
475,Positive,Happy Birthday amp guten Start ins neue Jahrzehnt Feiert gef lligst anst ndig
476,Neutral,Heute am 27 03 2015 feirt das Spiel Splatoon sein f nftes Geburtstag Es ndert sich nicht nur die gesamte Auss
477,Positive,Happy Birthday Nach 9 Tagen reinfeiern kannst du ja nun weitermachen
478,Neutral,Blumen und Gl ckw nche f r die wunderbare Auf ein Gl cks und wundervolles neues Lebensjahr Sch n bistde d
479,Positive,Happy birthday Genie t den Tag
480,Positive,Happy Birthday und viel Erfolg weiterhin
481,Positive,Happy Birthday Ich hoffe die berraschung von deinem Freund wird gro artig
482,Neutral,Zwanzig Jahre eurobahn Eisenbahnjournal Eurobahn Keolis via Ha
483,Positive,Happy Birthday Karl M nchinger
